IP,asn_num,asn_description,asn_country,asn_date,cidr
185.107.190.65,200428,Unknown,NL,2015-07-06,185.107.190.64/29
178.238.13.211,263824,Hardware,NL,2018-09-06,178.238.12.0/23
185.90.198.131,34343,Unknown,NL,2015-03-09,185.90.198.0/24
185.107.101.217,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.167.204.12,57758,Networking,NL,2016-09-14,185.167.204.0/24
185.94.247.81,201290,Networking,NL,2015-04-07,185.94.247.0/24
185.152.86.38,205185,Software,NL,2016-05-18,185.152.86.0/24
185.6.50.1,25596,Networking,NL,2012-10-09,185.6.50.0/23
185.52.55.217,60558,Unknown,NL,2014-03-28,"185.52.55.192/27, 185.52.55.224/28"
185.1.203.17,NA,Unknown,NL,2021-03-31,185.1.203.0/24
185.6.160.1,16350,Unknown,NL,2012-10-12,185.6.160.0/26
185.190.64.181,35055,Networking,NL,2017-02-15,185.190.64.0/24
188.90.61.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.249.43.103,41960,Software,NL,2018-03-13,185.249.43.0/24
185.190.65.185,35055,Networking,NL,2017-02-15,185.190.65.0/24
185.7.96.190,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.190.65.225,35055,Networking,NL,2017-02-15,185.190.65.0/24
185.209.39.99,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.238.13.113,263824,Unknown,NL,2018-09-06,178.238.12.0/23
185.159.230.253,50601,Unknown,NL,2016-07-15,185.159.228.0/22
185.209.39.216,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
188.90.88.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.90.209.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.52.54.137,60558,Unknown,NL,2014-03-28,"185.52.54.112/28, 185.52.54.128/27, 185.52.54.160/28, 185.52.54.176/29"
188.207.17.50,1136,Networking,NL,2009-06-05,"188.207.0.0/19, 188.207.32.0/21, 188.207.40.0/22, 188.207.44.0/23, 188.207.46.0/24"
185.159.230.252,50601,Unknown,NL,2016-07-15,185.159.228.0/22
188.90.108.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.64.123.66,35055,Networking,NL,2014-07-21,185.64.123.0/24
185.107.69.207,43350,Enterprise,NL,2015-07-03,185.107.69.0/24
185.89.248.3,209181,Unknown,NL,2015-02-27,185.89.248.0/24
185.190.67.185,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.232.84.101,152900,Unknown,NL,2019-08-29,185.232.84.0/24
185.51.57.6,20559,Networking,NL,2014-03-21,185.51.56.0/22
169.150.223.188,60068,Unknown,GB,1994-11-30,169.150.223.0/24
164.138.24.130,196752,Unknown,NL,2012-03-16,164.138.24.128/25
185.51.57.34,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.142.32.203,52000,Unknown,NL,2016-03-07,185.142.32.0/24
185.51.56.226,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.94.239.112,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.107.38.41,64437,Networking,NL,2015-07-03,185.107.38.0/24
188.122.89.113,49544,Unknown,NL,2009-05-22,188.122.89.112/28
176.126.232.233,64437,Networking,NL,2012-09-14,176.126.232.0/24
185.216.143.120,57717,Enterprise,NL,2017-08-07,185.216.143.0/25
185.52.13.1,49544,Unknown,NL,2014-03-27,185.52.13.0/26
185.113.85.122,20559,Networking,NL,2015-08-13,185.113.85.96/27
192.87.222.123,1103,Unknown,NL,1984-01-01,192.87.222.0/24
185.51.57.132,20559,Networking,NL,2014-03-21,185.51.56.0/22
188.207.19.191,1136,Networking,NL,2009-06-05,"188.207.0.0/19, 188.207.32.0/21, 188.207.40.0/22, 188.207.44.0/23, 188.207.46.0/24"
188.91.0.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.20.168.108,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.7.97.69,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.64.121.25,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.51.57.42,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.190.67.113,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.51.57.126,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.51.56.239,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.190.67.209,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.64.123.101,35055,Networking,NL,2014-07-21,185.64.123.0/24
178.251.31.7,42093,Enterprise,NL,2010-06-17,"178.251.31.0/28, 178.251.31.16/29"
188.90.182.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.107.101.153,64437,Networking,NL,2015-07-03,185.107.101.0/24
178.20.168.126,50655,Unknown,NL,2010-03-04,178.20.168.0/23
178.20.169.129,50655,Unknown,NL,2010-03-04,178.20.168.0/23
188.166.122.111,14061,Software,US,2009-06-05,188.166.0.0/17
185.14.187.205,14061,Software,US,2013-01-03,185.14.187.0/24
185.1.222.57,NA,Unknown,NL,2021-10-26,185.1.222.0/23
178.20.168.19,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.185.212.1,49544,Unknown,NL,2017-01-16,185.185.212.0/22
185.190.67.29,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.64.121.169,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.2.80.154,49981,Networking,NL,2012-09-17,185.2.80.0/24
185.107.93.251,43350,Networking,NL,2015-07-03,185.107.93.0/24
188.90.234.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.20.169.30,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.94.239.125,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.209.39.128,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.184.204.202,39686,Networking,NL,2017-01-06,185.184.204.0/22
185.209.39.210,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.29.203.41,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.51.57.45,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.209.39.166,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.20.172.126,50655,Unknown,NL,2010-03-04,178.20.172.0/23
185.190.64.253,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.54.160.252,201789,Unknown,NL,2014-04-22,185.54.160.0/24
185.94.238.254,42567,Unknown,NL,2015-04-07,185.94.238.0/24
185.107.100.145,64437,Networking,NL,2015-07-03,185.107.100.0/24
185.90.199.110,34343,Unknown,NL,2015-03-09,185.90.199.0/24
192.87.49.243,1103,Networking,NL,1984-01-01,192.87.49.0/24
185.209.39.60,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.37.68.2,48635,Networking,NL,2013-10-09,185.37.68.0/24
185.239.63.253,57325,Unknown,NL,2018-01-03,185.239.60.0/22
185.53.163.43,50673,Unknown,NL,2014-04-11,185.53.160.0/22
188.90.110.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.57.110,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.29.200.89,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.51.57.74,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.170.152.95,208864,Networking,NL,2010-03-31,178.170.152.0/22
185.190.65.33,35055,Networking,NL,2017-02-15,185.190.65.0/24
188.90.16.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.20.174.92,50655,Unknown,NL,2010-03-04,178.20.174.0/24
185.90.197.197,34343,Unknown,NL,2015-03-09,185.90.197.0/24
178.251.29.229,42093,Unknown,NL,2010-06-17,178.251.29.192/26
185.209.39.38,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.85.235.105,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.90.199.129,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.107.215.173,48635,Unknown,NL,2015-07-07,185.107.212.0/22
176.126.232.229,64437,Networking,NL,2012-09-14,176.126.232.0/24
185.158.249.2,58329,Unknown,DE,2016-07-08,185.158.249.0/24
185.241.213.1,201789,Unknown,NL,2018-01-16,185.241.213.0/24
185.190.67.26,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.51.56.37,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.7.96.94,42567,Unknown,NL,2012-10-22,185.7.96.0/23
178.84.91.58,33915,Networking,NL,2009-12-19,178.84.0.0/16
185.209.39.146,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.27.173.1,48635,Unknown,NL,2013-06-03,185.27.172.0/22
185.51.57.222,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.107.36.1,64437,Networking,NL,2015-07-03,185.107.36.0/24
185.209.39.105,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.51.56.35,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.146.105.117,201290,Networking,NL,2016-04-07,185.146.105.0/24
178.238.105.14,39647,Networking,NL,2010-07-16,178.238.105.12/30
185.10.157.227,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.187.109.144,199752,Networking,NL,2017-01-25,185.187.108.0/22
185.209.39.136,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.94.239.14,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
178.20.168.85,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.216.143.119,57717,Enterprise,NL,2017-08-07,185.216.143.0/25
185.190.66.17,35055,Networking,NL,2017-02-15,185.190.66.0/24
185.51.56.224,20559,Networking,NL,2014-03-21,185.51.56.0/22
159.100.100.42,33915,Networking,NL,1992-03-31,159.100.100.40/29
185.2.30.1,51430,Unknown,NL,2012-09-17,"185.2.29.0/24, 185.2.30.0/24"
185.78.250.202,201311,Enterprise,NL,2014-11-26,185.78.250.0/23
185.107.38.185,64437,Networking,NL,2015-07-03,185.107.38.0/24
185.52.52.177,60558,Unknown,NL,2014-03-28,185.52.52.176/28
185.64.122.169,35055,Networking,NL,2014-07-21,185.64.122.0/24
188.90.71.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.10.157.1,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.159.127.36,202120,Networking,NL,2016-07-14,185.159.124.0/22
185.52.53.177,60558,Unknown,NL,2014-03-28,185.52.53.176/29
185.241.213.2,201789,Unknown,NL,2018-01-16,185.241.213.0/24
185.117.226.146,12595,Unknown,NL,2020-03-12,185.117.226.0/24
178.20.173.62,50655,Unknown,NL,2010-03-04,178.20.172.0/23
185.51.56.155,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.51.57.72,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.110.114.33,206130,Networking,NL,2015-07-23,185.110.112.0/22
178.237.58.15,56504,Unknown,NL,2018-09-05,178.237.56.0/22
178.18.140.67,25459,Hardware,NL,2010-04-16,178.18.140.64/26
188.92.63.228,35332,Networking,NL,2009-04-22,188.92.56.0/21
185.114.239.10,58075,Networking,NL,2015-08-26,185.114.239.0/24
185.190.67.81,35055,Networking,NL,2017-02-15,185.190.67.0/24
188.90.211.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.78.250.99,201311,Enterprise,NL,2014-11-26,185.78.250.0/23
185.64.121.165,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.51.56.69,20559,Networking,NL,2014-03-21,185.51.56.0/22
176.126.232.185,64437,Networking,NL,2012-09-14,176.126.232.0/24
185.85.208.47,49127,Unknown,NL,2018-02-20,185.85.208.0/22
185.29.202.57,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.107.191.232,200428,Unknown,NL,2015-07-06,185.107.188.0/22
185.64.121.89,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.41.36.62,201290,Networking,NL,2013-11-21,185.41.36.0/24
185.7.98.253,42567,Unknown,NL,2012-10-22,185.7.98.0/23
185.52.53.161,60558,Unknown,NL,2014-03-28,"185.52.53.104/29, 185.52.53.112/28, 185.52.53.128/27, 185.52.53.160/29"
185.190.67.21,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.190.64.221,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.190.64.49,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.51.57.148,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.209.39.212,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
192.87.49.233,1103,Networking,NL,1984-01-01,192.87.49.0/24
185.27.173.206,48635,Unknown,NL,2013-06-03,185.27.172.0/22
185.235.217.64,202327,Unknown,NL,2017-12-06,185.235.217.0/24
185.127.104.34,203681,Unknown,NL,2015-11-19,185.127.104.0/24
188.90.48.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.64.121.97,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.159.230.35,50601,Unknown,NL,2016-07-15,185.159.228.0/22
188.91.6.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.57.144,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.6.160.130,16350,Unknown,NL,2012-10-12,185.6.160.128/28
185.107.100.173,64437,Networking,NL,2015-07-03,185.107.100.0/24
185.122.118.67,20559,Networking,NL,2015-10-21,185.122.116.0/22
178.20.168.13,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.107.101.33,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.7.96.142,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.156.208.92,202692,Networking,NL,2016-06-20,185.156.208.0/22
185.64.121.13,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.173.234.73,56611,Unknown,NL,2016-10-20,185.173.234.0/24
185.209.39.201,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.190.65.129,35055,Networking,NL,2017-02-15,185.190.65.0/24
185.51.56.160,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.20.168.101,50655,Unknown,NL,2010-03-04,178.20.168.0/23
178.238.13.243,263824,Hardware,NL,2018-09-06,178.238.12.0/23
178.20.175.250,50655,Unknown,NL,2010-03-04,178.20.175.0/24
178.170.152.244,208864,Networking,NL,2010-03-31,178.170.152.0/22
188.206.11.88,1136,Unknown,NL,2009-06-05,188.200.0.0/13
185.107.38.141,64437,Networking,NL,2015-07-03,185.107.38.0/24
185.122.118.18,20559,Networking,NL,2015-10-21,185.122.116.0/22
188.90.126.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.52.53.145,60558,Unknown,NL,2014-03-28,"185.52.53.104/29, 185.52.53.112/28, 185.52.53.128/27, 185.52.53.160/29"
185.94.239.250,42567,Unknown,NL,2015-04-07,185.94.239.224/27
185.51.56.150,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.64.122.9,35055,Networking,NL,2014-07-21,185.64.122.0/24
185.190.67.145,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.94.237.61,42567,Unknown,NL,2015-04-07,185.94.236.0/23
185.10.157.57,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.127.110.122,203623,Networking,NL,2015-11-19,185.127.110.0/24
185.227.34.16,211043,Unknown,NL,2019-09-10,185.227.34.0/24
178.20.168.102,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.96.46.58,34373,Networking,NL,2015-04-15,185.96.46.0/24
185.65.55.130,5524,Networking,NL,2014-07-28,185.65.55.128/29
178.20.168.125,50655,Unknown,NL,2010-03-04,178.20.168.0/23
188.90.221.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.227.207.227,51942,Enterprise,NL,2011-09-19,188.227.207.0/24
185.51.56.38,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.64.121.41,35055,Networking,NL,2014-07-21,185.64.121.0/24
188.90.40.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.90.158.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.137.35.2,203368,Unknown,NL,2016-02-03,185.137.32.0/22
176.74.254.114,28878,Enterprise,NL,2011-06-17,176.74.254.0/25
185.157.145.254,20559,Networking,NL,2016-06-27,185.157.145.0/24
185.146.105.77,201290,Networking,NL,2016-04-07,185.146.105.0/24
185.190.67.49,35055,Networking,NL,2017-02-15,185.190.67.0/24
178.20.168.22,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.173.13.141,61349,Unknown,NL,2016-10-14,185.173.13.0/24
178.20.168.86,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.51.56.153,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.209.39.224,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
188.90.45.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.56.144,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.59.222.203,60068,Unknown,GB,2014-06-04,"185.59.222.136/29, 185.59.222.144/28, 185.59.222.160/27, 185.59.222.192/26"
188.90.82.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.7.97.62,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.107.190.18,200428,Unknown,NL,2015-07-06,185.107.190.16/30
185.209.39.84,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.6.160.242,16350,Unknown,NL,2012-10-12,185.6.160.240/28
185.66.249.3,48635,Unknown,NL,2014-08-12,185.66.248.0/22
185.167.204.1,57758,Networking,NL,2016-09-14,185.167.204.0/24
185.51.57.51,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.119.88.1,207604,Unknown,NL,2015-09-29,185.119.88.0/24
178.85.209.49,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.51.56.32,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.94.239.102,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.216.141.1,57717,Unknown,NL,2017-08-07,185.216.140.0/23
185.64.120.37,35055,Networking,NL,2014-07-21,185.64.120.0/24
178.85.209.37,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.29.202.241,61349,Unknown,NL,2013-07-01,185.29.200.0/22
188.90.75.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.90.72.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.90.199.113,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.122.118.66,20559,Networking,NL,2015-10-21,185.122.116.0/22
185.113.84.122,20559,Networking,NL,2015-08-13,185.113.84.120/30
185.7.98.38,42567,Unknown,NL,2012-10-22,185.7.98.0/23
188.90.50.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.90.199.124,34343,Unknown,NL,2015-03-09,185.90.199.0/24
188.90.208.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
169.150.245.92,60068,Unknown,GB,1994-11-30,169.150.245.0/24
178.20.169.29,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.187.12.194,48635,Networking,NL,2017-01-24,185.187.12.0/24
185.29.200.12,61349,Software,NL,2013-07-01,185.29.200.0/22
185.209.39.220,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.190.67.205,35055,Networking,NL,2017-02-15,185.190.67.0/24
178.18.140.66,25459,Hardware,NL,2010-04-16,178.18.140.64/26
185.94.239.222,42567,Unknown,NL,2015-04-07,185.94.239.192/27
169.150.223.189,60068,Unknown,GB,1994-11-30,169.150.223.0/24
185.90.199.107,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.51.57.47,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.122.118.65,20559,Networking,NL,2015-10-21,185.122.116.0/22
185.224.130.254,62068,Hardware,NL,2017-10-09,185.224.130.0/23
188.90.202.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.238.13.156,263824,Hardware,NL,2018-09-06,178.238.12.0/23
185.113.84.219,20559,Networking,NL,2015-08-13,185.113.84.208/28
185.18.53.203,16003,Unknown,ES,2013-02-06,185.18.52.0/22
185.146.105.69,201290,Networking,NL,2016-04-07,185.146.105.0/24
185.64.121.9,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.51.56.204,20559,Networking,NL,2014-03-21,185.51.56.0/22
188.91.11.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.190.67.89,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.170.95.38,15830,Networking,NL,2016-09-29,185.170.95.36/30
185.64.121.153,35055,Networking,NL,2014-07-21,185.64.121.0/24
192.87.49.237,1103,Networking,NL,1984-01-01,192.87.49.0/24
185.10.156.65,42093,Unknown,NL,2012-11-20,185.10.156.0/22
188.90.26.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
173.199.113.128,20473,Unknown,US,2010-09-29,173.199.64.0/18
188.90.46.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.27.19.241,8455,Unknown,NL,2013-05-28,185.27.16.0/22
185.10.157.40,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.52.54.121,60558,Unknown,NL,2014-03-28,"185.52.54.112/28, 185.52.54.128/27, 185.52.54.160/28, 185.52.54.176/29"
185.6.160.154,16350,Unknown,NL,2012-10-12,185.6.160.152/29
185.142.249.230,30925,Networking,NL,2016-03-11,185.142.248.0/22
185.89.248.2,209181,Unknown,NL,2015-02-27,185.89.248.0/24
185.255.237.209,43668,Software,NL,2018-04-16,185.255.237.0/24
185.64.122.137,35055,Networking,NL,2014-07-21,185.64.122.0/24
178.170.148.158,208864,Networking,NL,2010-03-31,178.170.148.0/22
185.107.44.251,43350,Networking,NL,2015-07-03,185.107.44.0/22
185.107.102.61,64437,Enterprise,NL,2015-07-03,185.107.102.0/24
185.10.156.5,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.107.190.210,200428,Unknown,NL,2015-07-06,185.107.190.208/30
185.113.84.225,20559,Networking,NL,2015-08-13,185.113.84.224/28
159.255.223.93,15830,Networking,NL,2011-09-28,159.255.223.80/28
185.190.64.41,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.10.156.49,42093,Unknown,NL,2012-11-20,185.10.156.0/22
178.20.174.94,50655,Unknown,NL,2010-03-04,178.20.174.0/24
185.209.39.127,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
176.126.232.177,64437,Networking,NL,2012-09-14,176.126.232.0/24
178.20.173.190,50655,Unknown,NL,2010-03-04,178.20.172.0/23
185.113.85.123,20559,Networking,NL,2015-08-13,185.113.85.96/27
185.21.54.89,58075,Networking,NL,2013-03-12,185.21.54.0/24
188.90.230.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.209.39.218,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.113.87.65,20559,Networking,NL,2015-08-13,185.113.87.64/26
185.190.67.249,35055,Networking,NL,2017-02-15,185.190.67.0/24
178.84.174.75,33915,ISP Equipment,NL,2009-12-19,178.84.0.0/16
185.29.200.81,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.107.101.177,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.227.34.14,211043,Unknown,NL,2019-09-10,185.227.34.0/24
185.107.101.9,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.107.101.197,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.173.13.26,61349,Software,NL,2016-10-14,185.173.13.0/24
188.90.166.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.29.201.5,61349,Unknown,NL,2013-07-01,185.29.201.0/24
185.107.102.221,64437,Networking,NL,2015-07-03,185.107.102.0/24
185.190.65.81,35055,Networking,NL,2017-02-15,185.190.65.0/24
185.94.246.81,201290,Networking,NL,2015-04-07,185.94.246.0/24
185.10.156.98,42093,Enterprise,NL,2012-11-20,185.10.156.0/22
185.113.85.194,20559,Networking,NL,2015-08-13,185.113.85.192/27
185.52.54.185,60558,Unknown,NL,2014-03-28,185.52.54.184/29
188.90.213.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.190.66.233,35055,Networking,NL,2017-02-15,185.190.66.0/24
185.51.56.246,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.78.251.181,201311,Enterprise,NL,2014-11-26,185.78.250.0/23
185.51.57.36,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.90.199.217,34343,Unknown,NL,2015-03-09,185.90.199.0/24
188.90.76.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
176.126.233.1,64437,Networking,NL,2012-09-14,176.126.233.0/24
185.10.156.129,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.146.105.49,201290,Networking,NL,2016-04-07,185.146.105.0/24
185.51.57.10,20559,Networking,NL,2014-03-21,185.51.56.0/22
188.90.98.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.107.102.237,64437,Networking,NL,2015-07-03,185.107.102.0/24
185.107.38.9,64437,Networking,NL,2015-07-03,185.107.38.0/24
185.167.204.16,57758,Networking,NL,2016-09-14,185.167.204.0/24
185.107.101.5,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.6.160.233,16350,Unknown,NL,2012-10-12,185.6.160.232/29
185.64.122.145,35055,Networking,NL,2014-07-21,185.64.122.0/24
185.113.84.221,20559,Networking,NL,2015-08-13,185.113.84.208/28
178.20.174.93,50655,Unknown,NL,2010-03-04,178.20.174.0/24
185.10.156.73,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.107.102.201,64437,Networking,NL,2015-07-03,185.107.102.0/24
188.90.121.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.20.174.225,50655,Unknown,NL,2010-03-04,178.20.174.0/24
178.20.175.2,50655,Unknown,NL,2010-03-04,178.20.175.0/24
185.209.39.181,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.107.102.245,64437,Networking,NL,2015-07-03,185.107.102.0/24
185.51.57.90,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.51.56.89,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.6.161.105,16350,Unknown,NL,2012-10-12,185.6.161.104/29
178.238.13.147,263824,Hardware,NL,2018-09-06,178.238.12.0/23
